student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score
S1000,1.0845511356851483,-0.976163086334756,-2.4180684399089243,-1.1140636862811544,-0.6697501191341293,-0.5233405681948146,0.09242597209247583,1.2481201190095639,-1.000902016834909,1.4611664362363692,1.7013025980168743,-1.089749656699482,0.9001863721749737,1.4644637544337908,-0.7939221974008184
S1001,-0.21586989031622913,-0.976163086334756,2.281706843990565,0.2513150177018764,0.44696537754636945,-0.5233405681948146,1.4016963357196162,-1.5256614383683815,0.3372022837465201,1.4611664362363692,0.26317698684453766,-1.089749656699482,0.9001863721749737,-0.6828438033870169,1.8008464662678638
S1002,0.21760378501756333,0.7638780657771084,-1.4644908460742454,0.507323524698695,-0.48363086968737945,-0.5233405681948146,1.1355844731937745,1.2481201190095639,1.6753065843279493,-1.0086889326553974,0.26317698684453766,1.7370977017946347,-1.5593392348604733,-0.6828438033870169,-2.09130652923516
S1003,1.0845511356851483,-0.976163086334756,-1.736941587169868,1.1900128766902103,-0.7628097438575042,-0.5233405681948146,-1.3978004580522372,2.2271018451429554,1.6753065843279493,0.47322428867966254,1.7013025980168743,0.3236740225475763,-1.5593392348604733,1.4644637544337908,-2.5356162319181537
S1004,-0.6493435656500216,-0.976163086334756,0.9875658237863575,1.6166937216849078,-1.2281078674743788,-0.5233405681948146,0.7204499676534626,-1.280916006835033,-1.000902016834909,-0.020746785098690747,1.7013025980168743,0.3236740225475763,-1.5593392348604733,-0.6828438033870169,-0.18966100175194694
S1005,1.5180248110189407,0.7638780657771084,2.4860448998122817,-1.0287275172822148,-1.6934059910912533,-0.5233405681948146,-0.1311079924292305,0.7586292559428679,-1.000902016834909,-1.0086889326553974,1.7013025980168743,-1.089749656699482,-0.5052568318452817,-0.6828438033870169,1.8008464662678638
S1006,0.21760378501756333,-0.976163086334756,1.396241935429791,-0.8580551792843361,-0.3905712449640047,1.9108016094554856,0.17758176810074483,0.02439296134282336,0.3372022837465201,-0.514717858877044,1.7013025980168743,1.7370977017946347,-0.5052568318452817,-0.6828438033870169,1.1965852706189926
S1007,0.21760378501756333,-0.976163086334756,0.5107770268690179,-1.2847360242790333,0.16778650337624487,1.9108016094554856,-0.6846206664829814,-1.5256614383683815,-1.000902016834909,-1.5026600064337508,-1.174948624327799,-1.089749656699482,0.9001863721749737,-0.6828438033870169,0.17763501913266042
S1008,1.0845511356851483,-0.976163086334756,0.578889712142924,-0.2607019962917599,-0.1113923707938799,-0.5233405681948146,1.6890971472475254,0.5138838244095193,0.3372022837465201,-0.020746785098690747,-1.174948624327799,0.3236740225475763,-1.5593392348604733,-0.6828438033870169,0.5508551693863757
S1009,-1.0828172409838142,-0.976163086334756,0.8513404532385461,0.507323524698695,-0.48363086968737945,-0.5233405681948146,1.1994513201999775,0.8402110664539837,0.3372022837465201,0.9671953624580159,-1.174948624327799,0.3236740225475763,1.6029079741851013,1.4644637544337908,1.8008464662678638
S1010,-0.6493435656500216,-0.976163086334756,0.7151150826907346,1.0193405386923315,-0.9489289933042541,-0.5233405681948146,-0.6952651409840159,-0.546679712234989,-1.000902016834909,-1.0086889326553974,0.26317698684453766,0.3236740225475763,-0.8566176328503455,-0.6828438033870169,-0.37330901219425144
S1011,1.0845511356851483,0.7638780657771084,0.23832628577339543,-0.09002965829388124,0.6330846269931194,-0.5233405681948146,-1.323289136545001,1.166538308498448,-1.000902016834909,-0.514717858877044,-1.174948624327799,-1.089749656699482,-1.5593392348604733,-0.6828438033870169,0.28426934777657953
S1012,-0.6493435656500216,-0.976163086334756,0.10210091522558434,-0.34603816529069936,-1.3211674921977539,1.9108016094554856,-0.3227085334478377,-1.6072432488794972,-1.000902016834909,-1.0086889326553974,-1.174948624327799,0.3236740225475763,1.2515471731800376,-0.6828438033870169,0.43237258200424405
S1013,-0.6493435656500216,-0.976163086334756,-0.10223714059613274,0.1659788487029373,0.8192038764398695,-0.5233405681948146,0.550138375636923,-1.444079627857265,-1.000902016834909,0.47322428867966254,-1.174948624327799,0.3236740225475763,1.6029079741851013,-0.6828438033870169,0.36720715894407113
S1014,1.5180248110189407,0.7638780657771084,-0.7833639933351891,-0.8580551792843361,-1.041988618027629,-0.5233405681948146,0.34789336011728433,0.18755658236505557,1.6753065843279493,1.4611664362363692,-1.174948624327799,-1.089749656699482,1.2515471731800376,-0.6828438033870169,0.5508551693863757
S1015,0.21760378501756333,0.7638780657771084,-0.3065751964178495,2.128710735678544,-0.7628097438575042,-0.5233405681948146,1.4229852847216837,0.02439296134282336,0.3372022837465201,1.4611664362363692,0.26317698684453766,-1.089749656699482,0.5488255711699098,-0.6828438033870169,0.2605728303001529
S1016,-0.21586989031622913,0.7638780657771084,-1.736941587169868,-1.6260807002747908,-1.5072867416445035,-0.5233405681948146,0.9333394576741358,-0.7098433332572212,1.6753065843279493,-0.020746785098690747,0.26317698684453766,1.7370977017946347,0.9001863721749737,1.4644637544337908,-0.8531634910918842
S1017,1.5180248110189407,-0.976163086334756,-0.10223714059613274,0.1659788487029373,-0.5766904944107545,-0.5233405681948146,1.1249399986927415,0.8402110664539837,1.6753065843279493,-1.5026600064337508,0.26317698684453766,-1.089749656699482,-1.5593392348604733,1.4644637544337908,0.07100069048874212
S1018,1.5180248110189407,2.503919217888973,-1.0558147344308115,2.043374566679605,1.005323125886619,1.9108016094554856,0.4436936306265864,0.5138838244095193,0.3372022837465201,-0.514717858877044,0.26317698684453766,0.3236740225475763,-0.15389603084021786,-0.6828438033870169,-1.522590109800928
S1019,-0.6493435656500216,0.7638780657771084,-1.192040104978623,-0.004693489294941721,0.5400250022697445,-0.5233405681948146,-1.387155983551204,0.8402110664539837,-1.000902016834909,-1.0086889326553974,0.26317698684453766,-1.089749656699482,-1.2079784338554094,-0.6828438033870169,-1.439652298633436
S1020,0.6510774603513558,-0.976163086334756,0.17021360049948972,-0.17536582729282074,1.005323125886619,-0.5233405681948146,-0.12046351792819744,-0.05718884916829238,0.3372022837465201,-0.020746785098690747,1.7013025980168743,0.3236740225475763,-1.5593392348604733,-0.6828438033870169,-0.6576672219113672
S1021,0.21760378501756333,0.7638780657771084,1.396241935429791,-0.34603816529069936,0.5400250022697445,-0.5233405681948146,1.2207402692020435,0.5954656349206358,-1.000902016834909,-1.0086889326553974,0.26317698684453766,0.3236740225475763,-0.8566176328503455,-0.6828438033870169,0.7641238266742122
S1022,-1.0828172409838142,2.503919217888973,0.919453138512452,-0.17536582729282074,-1.1350482427510038,-0.5233405681948146,0.039203599587307514,-0.3835160912127568,-1.000902016834909,-0.020746785098690747,0.26317698684453766,-1.089749656699482,0.5488255711699098,-0.6828438033870169,1.7238327844694785
S1023,1.5180248110189407,-0.976163086334756,-1.6688289018959621,1.360685214688089,-0.3905712449640047,1.9108016094554856,0.624649697144159,2.063938224120724,-1.000902016834909,1.4611664362363692,-1.174948624327799,0.3236740225475763,-1.5593392348604733,-0.6828438033870169,-1.534438368539141
S1024,-0.21586989031622913,-0.976163086334756,-1.0558147344308115,-2.1380977142684277,-0.8558693685808791,1.9108016094554856,-0.2481972119406017,-0.791425143768337,-1.000902016834909,0.47322428867966254,-1.174948624327799,-1.089749656699482,-1.2079784338554094,-0.6828438033870169,-0.8709358791992041
S1025,0.6510774603513558,0.7638780657771084,0.919453138512452,1.531357552685968,1.3775616247801186,-0.5233405681948146,-1.0039549015139912,2.063938224120724,-1.000902016834909,-1.0086889326553974,0.26317698684453766,-1.089749656699482,-1.2079784338554094,1.4644637544337908,0.017683526166783394
S1026,0.6510774603513558,0.7638780657771084,-1.0558147344308115,-1.455408362276912,-1.2281078674743788,-0.5233405681948146,-0.03530772191992844,0.02439296134282336,0.3372022837465201,0.47322428867966254,-1.174948624327799,1.7370977017946347,-0.5052568318452817,-0.6828438033870169,0.23095218345461996
S1027,-1.0828172409838142,0.7638780657771084,-0.23846251114394382,-0.2607019962917599,0.912263501163244,1.9108016094554856,0.4224046816245188,-1.3624978173461493,-1.000902016834909,0.9671953624580159,-1.174948624327799,-1.089749656699482,-0.8566176328503455,-0.6828438033870169,0.08877307859606169
S1028,1.5180248110189407,0.7638780657771084,0.5107770268690179,-0.4313743342896389,0.912263501163244,1.9108016094554856,-0.6101093449757453,1.3297019295206796,0.3372022837465201,0.9671953624580159,0.26317698684453766,1.7370977017946347,-0.8566176328503455,1.4644637544337908,0.7818962147815318
S1029,-0.21586989031622913,-0.976163086334756,-1.0558147344308115,0.5926596936976345,1.842859748396993,1.9108016094554856,-0.1630414159323327,0.18755658236505557,1.6753065843279493,1.4611664362363692,0.26317698684453766,1.7370977017946347,1.6029079741851013,1.4644637544337908,0.3612830295749649
S1030,0.21760378501756333,-0.976163086334756,0.10210091522558434,-1.6260807002747908,-0.48363086968737945,-0.5233405681948146,-0.9081546310046892,0.8402110664539837,-1.000902016834909,-0.514717858877044,1.7013025980168743,-1.089749656699482,-0.15389603084021786,-0.6828438033870169,0.05915243175052878
S1031,-1.5162909163176066,2.503919217888973,-1.3963781608003398,0.507323524698695,0.7261442517164944,1.9108016094554856,1.2846071162082464,1.2481201190095639,-1.000902016834909,0.47322428867966254,-1.174948624327799,-1.089749656699482,-0.8566176328503455,1.4644637544337908,-1.0842045364870412
S1032,-0.21586989031622913,2.503919217888973,-0.6471386227873777,2.043374566679605,2.308157872013868,-0.5233405681948146,-0.21626378843750102,0.35072020338728777,0.3372022837465201,-0.020746785098690747,-1.174948624327799,0.3236740225475763,0.5488255711699098,-0.6828438033870169,-1.0368115015341883
